#LIBRARY    JENDL-5
#REACTION   CR-50(N,G)CR-51,SIG
#NUCLEUS    Cr-50
#MF         3
#MT         102
#E,eV        Sig,b        Interpolation
 1.85784824e+04 0.047452 Lin-Lin
 1.85800000e+04 0.050111 Lin-Lin
 1.85815156e+04 0.053015 Lin-Lin
 1.85830332e+04 0.056196 Lin-Lin
 1.85845508e+04 0.059688 Lin-Lin
 1.85858770e+04 0.063033 Lin-Lin
 1.85872051e+04 0.066683 Lin-Lin
 1.85885332e+04 0.070676 Lin-Lin
 1.85898594e+04 0.075057 Lin-Lin
 1.85911875e+04 0.079879 Lin-Lin
 1.85923887e+04 0.084673 Lin-Lin
 1.85935254e+04 0.089642 Lin-Lin
 1.85946641e+04 0.095082 Lin-Lin
 1.85958008e+04 0.101055 Lin-Lin
 1.85969375e+04 0.107635 Lin-Lin
 1.85980566e+04 0.114781 Lin-Lin
 1.85991387e+04 0.122417 Lin-Lin
 1.86002207e+04 0.130874 Lin-Lin
 1.86013008e+04 0.140278 Lin-Lin
 1.86023828e+04 0.150778 Lin-Lin
 1.86034648e+04 0.162555 Lin-Lin
 1.86041816e+04 0.171173 Lin-Lin
 1.86048984e+04 0.180525 Lin-Lin
 1.86056152e+04 0.190701 Lin-Lin
 1.86063320e+04 0.201804 Lin-Lin
 1.86070488e+04 0.213954 Lin-Lin
 1.86077656e+04 0.227293 Lin-Lin
 1.86084824e+04 0.241989 Lin-Lin
 1.86091992e+04 0.258242 Lin-Lin
 1.86099531e+04 0.277247 Lin-Lin
 1.86107051e+04 0.298572 Lin-Lin
 1.86112070e+04 0.314280 Lin-Lin
 1.86117090e+04 0.331352 Lin-Lin
 1.86122109e+04 0.349959 Lin-Lin
 1.86127129e+04 0.370302 Lin-Lin
 1.86132148e+04 0.392615 Lin-Lin
 1.86137617e+04 0.419580 Lin-Lin
 1.86143105e+04 0.449654 Lin-Lin
 1.86148594e+04 0.483345 Lin-Lin
 1.86152246e+04 0.508110 Lin-Lin
 1.86155898e+04 0.534959 Lin-Lin
 1.86159570e+04 0.564124 Lin-Lin
 1.86164258e+04 0.605404 Lin-Lin
 1.86168555e+04 0.647491 Lin-Lin
 1.86172852e+04 0.694231 Lin-Lin
 1.86177168e+04 0.746253 Lin-Lin
 1.86181465e+04 0.804257 Lin-Lin
 1.86185762e+04 0.869032 Lin-Lin
 1.86188633e+04 0.916399 Lin-Lin
 1.86191504e+04 0.967435 Lin-Lin
 1.86194375e+04 1.022434 Lin-Lin
 1.86197227e+04 1.081702 Lin-Lin
 1.86200098e+04 1.145563 Lin-Lin
 1.86202969e+04 1.214350 Lin-Lin
 1.86205840e+04 1.288407 Lin-Lin
 1.86208711e+04 1.368087 Lin-Lin
 1.86211582e+04 1.453746 Lin-Lin
 1.86214434e+04 1.545740 Lin-Lin
 1.86217305e+04 1.644423 Lin-Lin
 1.86220176e+04 1.750137 Lin-Lin
 1.86223047e+04 1.863212 Lin-Lin
 1.86225918e+04 1.983954 Lin-Lin
 1.86230215e+04 2.180046 Lin-Lin
 1.86234082e+04 2.372471 Lin-Lin
 1.86237949e+04 2.580416 Lin-Lin
 1.86241816e+04 2.804099 Lin-Lin
 1.86245703e+04 3.043497 Lin-Lin
 1.86249570e+04 3.298318 Lin-Lin
 1.86254004e+04 3.609125 Lin-Lin
 1.86258750e+04 3.959792 Lin-Lin
 1.86264902e+04 4.443109 Lin-Lin
 1.86272070e+04 5.032746 Lin-Lin
 1.86286406e+04 6.233268 Lin-Lin
 1.86292148e+04 6.690428 Lin-Lin
 1.86297891e+04 7.115593 Lin-Lin
 1.86302617e+04 7.433151 Lin-Lin
 1.86307344e+04 7.713269 Lin-Lin
 1.86312383e+04 7.963197 Lin-Lin
 1.86316152e+04 8.113582 Lin-Lin
 1.86319922e+04 8.230222 Lin-Lin
 1.86323672e+04 8.311304 Lin-Lin
 1.86327617e+04 8.356658 Lin-Lin
 1.86330000e+04 8.364254 Lin-Lin
 1.86334805e+04 8.333508 Lin-Lin
 1.86338594e+04 8.266454 Lin-Lin
 1.86342324e+04 8.164804 Lin-Lin
 1.86346055e+04 8.029298 Lin-Lin
 1.86351641e+04 7.767128 Lin-Lin
 1.86356387e+04 7.495815 Lin-Lin
 1.86362109e+04 7.115533 Lin-Lin
 1.86367852e+04 6.690445 Lin-Lin
 1.86376445e+04 5.996890 Lin-Lin
 1.86392227e+04 4.676689 Lin-Lin
 1.86399395e+04 4.103729 Lin-Lin
 1.86403691e+04 3.777521 Lin-Lin
 1.86407988e+04 3.467301 Lin-Lin
 1.86412305e+04 3.174678 Lin-Lin
 1.86416602e+04 2.900746 Lin-Lin
 1.86420898e+04 2.646087 Lin-Lin
 1.86425195e+04 2.410868 Lin-Lin
 1.86429512e+04 2.194861 Lin-Lin
 1.86433809e+04 1.997552 Lin-Lin
 1.86436680e+04 1.876024 Lin-Lin
 1.86439531e+04 1.762189 Lin-Lin
 1.86442402e+04 1.655742 Lin-Lin
 1.86445273e+04 1.556358 Lin-Lin
 1.86448145e+04 1.463693 Lin-Lin
 1.86451016e+04 1.377397 Lin-Lin
 1.86453867e+04 1.297114 Lin-Lin
 1.86456738e+04 1.222487 Lin-Lin
 1.86459609e+04 1.153164 Lin-Lin
 1.86462480e+04 1.088800 Lin-Lin
 1.86465352e+04 1.029061 Lin-Lin
 1.86468223e+04 0.973624 Lin-Lin
 1.86471074e+04 0.922178 Lin-Lin
 1.86475391e+04 0.851855 Lin-Lin
 1.86479688e+04 0.788930 Lin-Lin
 1.86483984e+04 0.732556 Lin-Lin
 1.86487090e+04 0.695552 Lin-Lin
 1.86490410e+04 0.658826 Lin-Lin
 1.86493750e+04 0.624980 Lin-Lin
 1.86497090e+04 0.593747 Lin-Lin
 1.86502090e+04 0.551264 Lin-Lin
 1.86507090e+04 0.513383 Lin-Lin
 1.86512090e+04 0.479482 Lin-Lin
 1.86517461e+04 0.446859 Lin-Lin
 1.86522832e+04 0.417659 Lin-Lin
 1.86528223e+04 0.391414 Lin-Lin
 1.86533594e+04 0.367724 Lin-Lin
 1.86538965e+04 0.346257 Lin-Lin
 1.86543984e+04 0.327980 Lin-Lin
 1.86550430e+04 0.306656 Lin-Lin
 1.86556895e+04 0.287463 Lin-Lin
 1.86563340e+04 0.270113 Lin-Lin
 1.86569785e+04 0.254367 Lin-Lin
 1.86576250e+04 0.240025 Lin-Lin
 1.86582695e+04 0.226919 Lin-Lin
 1.86589160e+04 0.214904 Lin-Lin
 1.86595957e+04 0.203272 Lin-Lin
 1.86603125e+04 0.192061 Lin-Lin
 1.86610293e+04 0.181788 Lin-Lin
 1.86617461e+04 0.172350 Lin-Lin
 1.86624629e+04 0.163655 Lin-Lin
 1.86635391e+04 0.151840 Lin-Lin
 1.86646133e+04 0.141303 Lin-Lin
 1.86653965e+04 0.134341 Lin-Lin
 1.86662422e+04 0.127386 Lin-Lin
 1.86670898e+04 0.120977 Lin-Lin
 1.86683594e+04 0.112264 Lin-Lin
 1.86696289e+04 0.104491 Lin-Lin
 1.86708984e+04 0.097526 Lin-Lin
 1.86722344e+04 0.090957 Lin-Lin
 1.86736973e+04 0.084512 Lin-Lin
 1.86751621e+04 0.078753 Lin-Lin
 1.86766270e+04 0.073586 Lin-Lin
 1.86780918e+04 0.068932 Lin-Lin
 1.86795547e+04 0.064724 Lin-Lin
 1.86811582e+04 0.060566 Lin-Lin
 1.86827598e+04 0.056814 Lin-Lin
 1.86843633e+04 0.053417 Lin-Lin
 1.86859648e+04 0.050332 Lin-Lin
 1.86875684e+04 0.047520 Lin-Lin
 1.86892734e+04 0.044791 Lin-Lin
 1.86910332e+04 0.042232 Lin-Lin
 1.86927930e+04 0.039900 Lin-Lin
 1.86945508e+04 0.037769 Lin-Lin
 1.86963105e+04 0.035816 Lin-Lin
 1.86981797e+04 0.033915 Lin-Lin
 1.87002676e+04 0.031977 Lin-Lin
 1.87023574e+04 0.030214 Lin-Lin
 1.87044453e+04 0.028605 Lin-Lin
 1.87058379e+04 0.027610 Lin-Lin
 1.87086230e+04 0.025784 Lin-Lin
 1.87111387e+04 0.024302 Lin-Lin
 1.87136523e+04 0.022958 Lin-Lin
 1.87161680e+04 0.021736 Lin-Lin
 1.87186836e+04 0.020620 Lin-Lin
 1.87220371e+04 0.019278 Lin-Lin
 1.87248086e+04 0.018280 Lin-Lin
 1.87275801e+04 0.017368 Lin-Lin
 1.87312754e+04 0.016272 Lin-Lin
 1.87349707e+04 0.015294 Lin-Lin
 1.87391113e+04 0.014319 Lin-Lin
 1.87425508e+04 0.013592 Lin-Lin
 1.87459902e+04 0.012931 Lin-Lin
 1.87505742e+04 0.012139 Lin-Lin
 1.87551602e+04 0.011436 Lin-Lin
 1.87596504e+04 0.010821 Lin-Lin
 1.87641426e+04 0.010268 Lin-Lin
 1.87686348e+04 0.009769 Lin-Lin
 1.87731270e+04 0.009318 Lin-Lin
 1.87791172e+04 0.008782 Lin-Lin
 1.87853594e+04 0.008291 Lin-Lin
 1.87916035e+04 0.007858 Lin-Lin
 1.87978477e+04 0.007474 Lin-Lin
 1.88040918e+04 0.007132 Lin-Lin
 1.88103359e+04 0.006826 Lin-Lin
 1.88166797e+04 0.006549 Lin-Lin
 1.88252051e+04 0.006222 Lin-Lin
 1.88337305e+04 0.005937 Lin-Lin
 1.88422559e+04 0.005689 Lin-Lin
 1.88505879e+04 0.005477 Lin-Lin
 1.88587266e+04 0.005295 Lin-Lin
 1.88709316e+04 0.005062 Lin-Lin
 1.88829980e+04 0.004871 Lin-Lin
 1.88947812e+04 0.004716 Lin-Lin
 1.89065664e+04 0.004590 Lin-Lin
 1.89192754e+04 0.004481 Lin-Lin
 1.89324492e+04 0.004395 Lin-Lin
 1.89456211e+04 0.004335 Lin-Lin
 1.89574102e+04 0.004302 Lin-Lin
 1.89691992e+04 0.004289 Lin-Lin
 1.89833301e+04 0.004301 Lin-Lin
 1.89974609e+04 0.004345 Lin-Lin
 1.90113281e+04 0.004424 Lin-Lin
 1.90202227e+04 0.004496 Lin-Lin
 1.90291152e+04 0.004588 Lin-Lin
 1.90380078e+04 0.004703 Lin-Lin
 1.90468066e+04 0.004844 Lin-Lin
 1.90555078e+04 0.005015 Lin-Lin
 1.90620352e+04 0.005167 Lin-Lin
 1.90685625e+04 0.005344 Lin-Lin
 1.90750898e+04 0.005551 Lin-Lin
 1.90813125e+04 0.005781 Lin-Lin
 1.90873828e+04 0.006041 Lin-Lin
 1.90934531e+04 0.006344 Lin-Lin
 1.90995254e+04 0.006700 Lin-Lin
 1.91035723e+04 0.006971 Lin-Lin
 1.91076191e+04 0.007276 Lin-Lin
 1.91124199e+04 0.007686 Lin-Lin
 1.91165840e+04 0.008092 Lin-Lin
 1.91207480e+04 0.008555 Lin-Lin
 1.91249141e+04 0.009084 Lin-Lin
 1.91276895e+04 0.009479 Lin-Lin
 1.91304668e+04 0.009915 Lin-Lin
 1.91335918e+04 0.010459 Lin-Lin
 1.91361973e+04 0.010964 Lin-Lin
 1.91388027e+04 0.011522 Lin-Lin
 1.91414082e+04 0.012140 Lin-Lin
 1.91440137e+04 0.012827 Lin-Lin
 1.91457500e+04 0.013328 Lin-Lin
 1.91484121e+04 0.014174 Lin-Lin
 1.91510762e+04 0.015127 Lin-Lin
 1.91530742e+04 0.015923 Lin-Lin
 1.91550703e+04 0.016800 Lin-Lin
 1.91564023e+04 0.017435 Lin-Lin
 1.91585859e+04 0.018573 Lin-Lin
 1.91607676e+04 0.019850 Lin-Lin
 1.91624043e+04 0.020914 Lin-Lin
 1.91640410e+04 0.022080 Lin-Lin
 1.91656250e+04 0.023320 Lin-Lin
 1.91671016e+04 0.024588 Lin-Lin
 1.91685801e+04 0.025979 Lin-Lin
 1.91700566e+04 0.027507 Lin-Lin
 1.91715332e+04 0.029193 Lin-Lin
 1.91730098e+04 0.031060 Lin-Lin
 1.91742070e+04 0.032723 Lin-Lin
 1.91754043e+04 0.034539 Lin-Lin
 1.91766016e+04 0.036528 Lin-Lin
 1.91777988e+04 0.038712 Lin-Lin
 1.91789961e+04 0.041118 Lin-Lin
 1.91800859e+04 0.043525 Lin-Lin
 1.91811211e+04 0.046034 Lin-Lin
 1.91821562e+04 0.048786 Lin-Lin
 1.91831914e+04 0.051813 Lin-Lin
 1.91842266e+04 0.055157 Lin-Lin
 1.91852266e+04 0.058726 Lin-Lin
 1.91861543e+04 0.062383 Lin-Lin
 1.91870801e+04 0.066421 Lin-Lin
 1.91880078e+04 0.070896 Lin-Lin
 1.91889355e+04 0.075876 Lin-Lin
 1.91898613e+04 0.081443 Lin-Lin
 1.91905566e+04 0.086063 Lin-Lin
 1.91912520e+04 0.091121 Lin-Lin
 1.91919473e+04 0.096676 Lin-Lin
 1.91926426e+04 0.102802 Lin-Lin
 1.91933379e+04 0.109586 Lin-Lin
 1.91940234e+04 0.117017 Lin-Lin
 1.91947031e+04 0.125248 Lin-Lin
 1.91953828e+04 0.134485 Lin-Lin
 1.91958359e+04 0.141293 Lin-Lin
 1.91962910e+04 0.148699 Lin-Lin
 1.91967441e+04 0.156785 Lin-Lin
 1.91971973e+04 0.165646 Lin-Lin
 1.91976348e+04 0.175055 Lin-Lin
 1.91980723e+04 0.185416 Lin-Lin
 1.91985117e+04 0.196877 Lin-Lin
 1.91989492e+04 0.209611 Lin-Lin
 1.91993867e+04 0.223826 Lin-Lin
 1.91997168e+04 0.235605 Lin-Lin
 1.92000449e+04 0.248475 Lin-Lin
 1.92003730e+04 0.262573 Lin-Lin
 1.92007012e+04 0.278054 Lin-Lin
 1.92009980e+04 0.293317 Lin-Lin
 1.92012930e+04 0.309986 Lin-Lin
 1.92015898e+04 0.328222 Lin-Lin
 1.92018848e+04 0.348202 Lin-Lin
 1.92021797e+04 0.370121 Lin-Lin
 1.92024766e+04 0.394194 Lin-Lin
 1.92027715e+04 0.420656 Lin-Lin
 1.92030684e+04 0.449762 Lin-Lin
 1.92033633e+04 0.481792 Lin-Lin
 1.92036582e+04 0.517042 Lin-Lin
 1.92039648e+04 0.557343 Lin-Lin
 1.92042949e+04 0.605181 Lin-Lin
 1.92046230e+04 0.658325 Lin-Lin
 1.92049512e+04 0.717298 Lin-Lin
 1.92052793e+04 0.782640 Lin-Lin
 1.92056094e+04 0.854909 Lin-Lin
 1.92059180e+04 0.929666 Lin-Lin
 1.92062266e+04 1.011511 Lin-Lin
 1.92065352e+04 1.100902 Lin-Lin
 1.92068438e+04 1.198277 Lin-Lin
 1.92071523e+04 1.304044 Lin-Lin
 1.92074316e+04 1.406794 Lin-Lin
 1.92076074e+04 1.475275 Lin-Lin
 1.92079570e+04 1.621166 Lin-Lin
 1.92083066e+04 1.779199 Lin-Lin
 1.92086582e+04 1.949528 Lin-Lin
 1.92090078e+04 2.132134 Lin-Lin
 1.92093594e+04 2.326804 Lin-Lin
 1.92097090e+04 2.533103 Lin-Lin
 1.92102344e+04 2.862818 Lin-Lin
 1.92107617e+04 3.213775 Lin-Lin
 1.92114629e+04 3.706436 Lin-Lin
 1.92129336e+04 4.765728 Lin-Lin
 1.92136348e+04 5.239377 Lin-Lin
 1.92141602e+04 5.562727 Lin-Lin
 1.92146875e+04 5.848232 Lin-Lin
 1.92152129e+04 6.087123 Lin-Lin
 1.92155977e+04 6.228208 Lin-Lin
 1.92160195e+04 6.345892 Lin-Lin
 1.92163906e+04 6.416450 Lin-Lin
 1.92168750e+04 6.459337 Lin-Lin
 1.92170000e+04 6.461250 Lin-Lin
 1.92174355e+04 6.438355 Lin-Lin
 1.92177363e+04 6.396016 Lin-Lin
 1.92181562e+04 6.301514 Lin-Lin
 1.92185781e+04 6.167738 Lin-Lin
 1.92191035e+04 5.949695 Lin-Lin
 1.92196289e+04 5.681845 Lin-Lin
 1.92201543e+04 5.372559 Lin-Lin
 1.92206797e+04 5.031062 Lin-Lin
 1.92213809e+04 4.542248 Lin-Lin
 1.92229238e+04 3.432974 Lin-Lin
 1.92234492e+04 3.071538 Lin-Lin
 1.92239746e+04 2.728678 Lin-Lin
 1.92243262e+04 2.512530 Lin-Lin
 1.92246758e+04 2.307412 Lin-Lin
 1.92250273e+04 2.113970 Lin-Lin
 1.92253770e+04 1.932614 Lin-Lin
 1.92257266e+04 1.763538 Lin-Lin
 1.92260781e+04 1.606743 Lin-Lin
 1.92264277e+04 1.462057 Lin-Lin
 1.92266914e+04 1.361306 Lin-Lin
 1.92269922e+04 1.254170 Lin-Lin
 1.92273105e+04 1.149259 Lin-Lin
 1.92276289e+04 1.053070 Lin-Lin
 1.92279473e+04 0.965130 Lin-Lin
 1.92282656e+04 0.884953 Lin-Lin
 1.92285879e+04 0.811306 Lin-Lin
 1.92289180e+04 0.743235 Lin-Lin
 1.92292461e+04 0.681754 Lin-Lin
 1.92295742e+04 0.626314 Lin-Lin
 1.92299023e+04 0.576386 Lin-Lin
 1.92302305e+04 0.531462 Lin-Lin
 1.92305273e+04 0.494913 Lin-Lin
 1.92308223e+04 0.461702 Lin-Lin
 1.92311191e+04 0.431522 Lin-Lin
 1.92314141e+04 0.404088 Lin-Lin
 1.92317109e+04 0.379136 Lin-Lin
 1.92320059e+04 0.356424 Lin-Lin
 1.92323008e+04 0.335729 Lin-Lin
 1.92325977e+04 0.316850 Lin-Lin
 1.92328926e+04 0.299602 Lin-Lin
 1.92331895e+04 0.283819 Lin-Lin
 1.92334961e+04 0.268840 Lin-Lin
 1.92338242e+04 0.254192 Lin-Lin
 1.92341523e+04 0.240833 Lin-Lin
 1.92344805e+04 0.228619 Lin-Lin
 1.92349199e+04 0.213898 Lin-Lin
 1.92353574e+04 0.200728 Lin-Lin
 1.92357949e+04 0.188891 Lin-Lin
 1.92362344e+04 0.178203 Lin-Lin
 1.92366719e+04 0.168512 Lin-Lin
 1.92371582e+04 0.158776 Lin-Lin
 1.92376914e+04 0.149140 Lin-Lin
 1.92382246e+04 0.140451 Lin-Lin
 1.92387578e+04 0.132577 Lin-Lin
 1.92392910e+04 0.125413 Lin-Lin
 1.92398242e+04 0.118866 Lin-Lin
 1.92403574e+04 0.112863 Lin-Lin
 1.92408906e+04 0.107341 Lin-Lin
 1.92414551e+04 0.101956 Lin-Lin
 1.92420527e+04 0.096729 Lin-Lin
 1.92426484e+04 0.091922 Lin-Lin
 1.92435430e+04 0.085401 Lin-Lin
 1.92444395e+04 0.079594 Lin-Lin
 1.92453340e+04 0.074396 Lin-Lin
 1.92462598e+04 0.069567 Lin-Lin
 1.92472480e+04 0.064944 Lin-Lin
 1.92482363e+04 0.060795 Lin-Lin
 1.92492266e+04 0.057055 Lin-Lin
 1.92502148e+04 0.053672 Lin-Lin
 1.92512031e+04 0.050599 Lin-Lin
 1.92523066e+04 0.047490 Lin-Lin
 1.92534102e+04 0.044678 Lin-Lin
 1.92545137e+04 0.042126 Lin-Lin
 1.92556191e+04 0.039801 Lin-Lin
 1.92567227e+04 0.037678 Lin-Lin
 1.92579414e+04 0.035539 Lin-Lin
 1.92592188e+04 0.033505 Lin-Lin
 1.92604941e+04 0.031654 Lin-Lin
 1.92617715e+04 0.029966 Lin-Lin
 1.92630469e+04 0.028421 Lin-Lin
 1.92644238e+04 0.026899 Lin-Lin
 1.92659980e+04 0.025317 Lin-Lin
 1.92675723e+04 0.023886 Lin-Lin
 1.92691465e+04 0.022585 Lin-Lin
 1.92707207e+04 0.021400 Lin-Lin
 1.92722949e+04 0.020317 Lin-Lin
 1.92740391e+04 0.019222 Lin-Lin
 1.92757852e+04 0.018226 Lin-Lin
 1.92769473e+04 0.017610 Lin-Lin
 1.92792734e+04 0.016483 Lin-Lin
 1.92816016e+04 0.015477 Lin-Lin
 1.92837305e+04 0.014648 Lin-Lin
 1.92858594e+04 0.013896 Lin-Lin
 1.92872793e+04 0.013433 Lin-Lin
 1.92901172e+04 0.012586 Lin-Lin
 1.92929570e+04 0.011834 Lin-Lin
 1.92957344e+04 0.011177 Lin-Lin
 1.92985117e+04 0.010585 Lin-Lin
 1.93012871e+04 0.010052 Lin-Lin
 1.93040645e+04 0.009569 Lin-Lin
 1.93077676e+04 0.008992 Lin-Lin
 1.93116641e+04 0.008458 Lin-Lin
 1.93155605e+04 0.007986 Lin-Lin
 1.93194570e+04 0.007566 Lin-Lin
 1.93233516e+04 0.007191 Lin-Lin
 1.93272480e+04 0.006855 Lin-Lin
 1.93306523e+04 0.006590 Lin-Lin
 1.93348613e+04 0.006293 Lin-Lin
 1.93390703e+04 0.006026 Lin-Lin
 1.93432793e+04 0.005785 Lin-Lin
 1.93495918e+04 0.005464 Lin-Lin
 1.93559062e+04 0.005186 Lin-Lin
 1.93622188e+04 0.004942 Lin-Lin
 1.93686953e+04 0.004723 Lin-Lin
 1.93751699e+04 0.004529 Lin-Lin
 1.93838047e+04 0.004306 Lin-Lin
 1.93924375e+04 0.004113 Lin-Lin
 1.94007051e+04 0.003952 Lin-Lin
 1.94086055e+04 0.003817 Lin-Lin
 1.94204570e+04 0.003641 Lin-Lin
 1.94329980e+04 0.003485 Lin-Lin
 1.94469219e+04 0.003339 Lin-Lin
 1.94608457e+04 0.003216 Lin-Lin
 1.94736504e+04 0.003119 Lin-Lin
 1.94899766e+04 0.003014 Lin-Lin
 1.95080898e+04 0.002915 Lin-Lin
 1.95279902e+04 0.002824 Lin-Lin
 1.95537578e+04 0.002727 Lin-Lin
 1.95695762e+04 0.002676 Lin-Lin
 1.96042852e+04 0.002583 Lin-Lin
 1.96451367e+04 0.002497 Lin-Lin
 1.96859863e+04 0.002429 Lin-Lin
 1.97347754e+04 0.002363 Lin-Lin
 1.97875352e+04 0.002306 Lin-Lin
 1.98630059e+04 0.002241 Lin-Lin
 1.99538555e+04 0.002179 Lin-Lin
 2.00513301e+04 0.002126 Lin-Lin
 2.01393398e+04 0.002086 Lin-Lin
 2.03002305e+04 0.002027 Lin-Lin
 2.04953477e+04 0.001968 Lin-Lin
 2.07555898e+04 0.001904 Lin-Lin
 2.10274121e+04 0.001850 Lin-Lin
 2.13562949e+04 0.001796 Lin-Lin
 2.16754883e+04 0.001752 Lin-Lin
 2.20020137e+04 0.001716 Lin-Lin
 2.23883711e+04 0.001682 Lin-Lin
 2.27711387e+04 0.001660 Lin-Lin
 2.30674902e+04 0.001651 Lin-Lin
 2.32969570e+04 0.001648 Lin-Lin
 2.36121855e+04 0.001653 Lin-Lin
 2.38011621e+04 0.001664 Lin-Lin
 2.38897188e+04 0.001676 Lin-Lin
 2.39335762e+04 0.001686 Lin-Lin
 2.39629902e+04 0.001700 Lin-Lin
 2.39835449e+04 0.001716 Lin-Lin
 2.39983379e+04 0.001734 Lin-Lin
 2.40118809e+04 0.001762 Lin-Lin
 2.40209102e+04 0.001791 Lin-Lin
 2.40276816e+04 0.001823 Lin-Lin
 2.40326465e+04 0.001855 Lin-Lin
 2.40367070e+04 0.001890 Lin-Lin
 2.40407656e+04 0.001934 Lin-Lin
 2.40434727e+04 0.001973 Lin-Lin
 2.40461797e+04 0.002020 Lin-Lin
 2.40488867e+04 0.002079 Lin-Lin
 2.40509160e+04 0.002135 Lin-Lin
 2.40527070e+04 0.002194 Lin-Lin
 2.40543770e+04 0.002261 Lin-Lin
 2.40560488e+04 0.002343 Lin-Lin
 2.40571621e+04 0.002408 Lin-Lin
 2.40582754e+04 0.002484 Lin-Lin
 2.40593906e+04 0.002576 Lin-Lin
 2.40602246e+04 0.002660 Lin-Lin
 2.40609121e+04 0.002742 Lin-Lin
 2.40615254e+04 0.002831 Lin-Lin
 2.40621387e+04 0.002940 Lin-Lin
 2.40625469e+04 0.003028 Lin-Lin
 2.40629570e+04 0.003132 Lin-Lin
 2.40633652e+04 0.003257 Lin-Lin
 2.40636719e+04 0.003369 Lin-Lin
 2.40639785e+04 0.003499 Lin-Lin
 2.40642852e+04 0.003651 Lin-Lin
 2.40645918e+04 0.003830 Lin-Lin
 2.40647949e+04 0.003968 Lin-Lin
 2.40650000e+04 0.004122 Lin-Lin
 2.40652051e+04 0.004294 Lin-Lin
 2.40654082e+04 0.004488 Lin-Lin
 2.40656133e+04 0.004705 Lin-Lin
 2.40658184e+04 0.004949 Lin-Lin
 2.40660215e+04 0.005223 Lin-Lin
 2.40662266e+04 0.005532 Lin-Lin
 2.40664297e+04 0.005878 Lin-Lin
 2.40666348e+04 0.006268 Lin-Lin
 2.40668398e+04 0.006705 Lin-Lin
 2.40669922e+04 0.007068 Lin-Lin
 2.40671641e+04 0.007511 Lin-Lin
 2.40673418e+04 0.008025 Lin-Lin
 2.40675215e+04 0.008593 Lin-Lin
 2.40677012e+04 0.009220 Lin-Lin
 2.40678809e+04 0.009912 Lin-Lin
 2.40680605e+04 0.010676 Lin-Lin
 2.40682402e+04 0.011517 Lin-Lin
 2.40684199e+04 0.012443 Lin-Lin
 2.40685996e+04 0.013462 Lin-Lin
 2.40687773e+04 0.014581 Lin-Lin
 2.40689570e+04 0.015810 Lin-Lin
 2.40691367e+04 0.017157 Lin-Lin
 2.40693164e+04 0.018632 Lin-Lin
 2.40694961e+04 0.020247 Lin-Lin
 2.40696758e+04 0.022011 Lin-Lin
 2.40698555e+04 0.023936 Lin-Lin
 2.40700332e+04 0.026035 Lin-Lin
 2.40702129e+04 0.028320 Lin-Lin
 2.40703926e+04 0.030805 Lin-Lin
 2.40705723e+04 0.033504 Lin-Lin
 2.40707520e+04 0.036432 Lin-Lin
 2.40709531e+04 0.039995 Lin-Lin
 2.40711152e+04 0.043111 Lin-Lin
 2.40712773e+04 0.046452 Lin-Lin
 2.40714395e+04 0.050030 Lin-Lin
 2.40716016e+04 0.053858 Lin-Lin
 2.40717637e+04 0.057949 Lin-Lin
 2.40719258e+04 0.062316 Lin-Lin
 2.40720859e+04 0.066972 Lin-Lin
 2.40722480e+04 0.071930 Lin-Lin
 2.40724102e+04 0.077205 Lin-Lin
 2.40725723e+04 0.082809 Lin-Lin
 2.40727344e+04 0.088756 Lin-Lin
 2.40729785e+04 0.098348 Lin-Lin
 2.40732207e+04 0.108787 Lin-Lin
 2.40734648e+04 0.120115 Lin-Lin
 2.40736895e+04 0.131459 Lin-Lin
 2.40739160e+04 0.143635 Lin-Lin
 2.40741406e+04 0.156673 Lin-Lin
 2.40743672e+04 0.170599 Lin-Lin
 2.40745918e+04 0.185436 Lin-Lin
 2.40748184e+04 0.201203 Lin-Lin
 2.40750430e+04 0.217915 Lin-Lin
 2.40753516e+04 0.242205 Lin-Lin
 2.40756777e+04 0.269952 Lin-Lin
 2.40760039e+04 0.299694 Lin-Lin
 2.40763281e+04 0.331391 Lin-Lin
 2.40767129e+04 0.371052 Lin-Lin
 2.40771289e+04 0.416859 Lin-Lin
 2.40775449e+04 0.465210 Lin-Lin
 2.40781387e+04 0.537734 Lin-Lin
 2.40799141e+04 0.763696 Lin-Lin
 2.40803691e+04 0.818888 Lin-Lin
 2.40809141e+04 0.880899 Lin-Lin
 2.40813711e+04 0.927988 Lin-Lin
 2.40817520e+04 0.963003 Lin-Lin
 2.40822422e+04 1.001471 Lin-Lin
 2.40826035e+04 1.024508 Lin-Lin
 2.40830469e+04 1.045985 Lin-Lin
 2.40834707e+04 1.059131 Lin-Lin
 2.40839199e+04 1.064926 Lin-Lin
 2.40840000e+04 1.065063 Lin-Lin
 2.40844102e+04 1.061486 Lin-Lin
 2.40847930e+04 1.051715 Lin-Lin
 2.40851992e+04 1.034888 Lin-Lin
 2.40855996e+04 1.012028 Lin-Lin
 2.40860703e+04 0.977611 Lin-Lin
 2.40864199e+04 0.947542 Lin-Lin
 2.40868457e+04 0.906147 Lin-Lin
 2.40873457e+04 0.851948 Lin-Lin
 2.40878945e+04 0.787051 Lin-Lin
 2.40888027e+04 0.672659 Lin-Lin
 2.40898555e+04 0.538363 Lin-Lin
 2.40904551e+04 0.465137 Lin-Lin
 2.40908789e+04 0.415952 Lin-Lin
